name;code;type;towards;latitude;longitude;stoppointindicator;favorite;rank
Moorgate;MGT;2;;51.5183672498846;-0.089006315013091150;;0;
Morden;MOR;2;;51.4023369407669;-0.194790700834515200;;0;
Mornington Crescent;MCR;2;;51.5342066106026;-0.138842529989899570;;0;
Neasden;NEA;2;;51.5539657174618;-0.249782872822431580;;0;
Newbury Park;NEP;2;;51.5755724936106;0.090337313681270550;;0;
North Acton;NAC;2;;51.5233655563641;-0.259737385737795140;;0;
North Ealing;NEL;2;;51.5175551603587;-0.289004979762560500;;0;
North Greenwich;NGW;2;;51.5001818239926;0.003607416938325964;;0;
North Harrow;NHR;2;;51.5847918467299;-0.362223573258194200;;0;
North Wembley;NWM;2;;51.5624902855754;-0.304155735382629300;;0;
Northfields;NFD;2;;51.4992764821936;-0.314156832664969850;;0;
Northolt;NHT;2;;51.5481504390027;-0.368459834282661160;;0;
Northwick Park;NWP;2;;51.5785928414875;-0.318206356876206400;;0;
Northwood;NWD;2;;51.6111592289037;-0.423860793851574430;;0;
Northwood Hills;NWH;2;;51.6004945765;-0.409298630674160700;;0;
Notting Hill Gate;NHG;2;;51.5090635336437;-0.196537685407762500;;0;
Oakwood;OAK;2;;51.6475836491941;-0.131841721300937210;;0;
Old Street;OLD;2;;51.5256013233698;-0.087549731436462540;;0;
Osterley;OST;2;;51.4809288045887;-0.351994404645611300;;0;
Oval;OVL;2;;51.482105452338;-0.112893408798067650;;0;
Oxford Circus;OXC;2;;51.5151237990371;-0.141768983668966370;;0;
Paddington;PAD;2;;51.5153104157935;-0.175390006010324200;;0;
Park Royal;PRY;2;;51.5269013792454;-0.284228015904849400;;0;
Parsons Green;PGR;2;;51.4750953304748;-0.201234656583119650;;0;
Perivale;PER;2;;51.5365940899267;-0.323852038492346400;;0;
Piccadilly Circus;PIC;2;;51.5100269952707;-0.134006365558421630;;0;
Pimlico;PIM;2;;51.4891937601105;-0.133748665287791170;;0;
Pinner;PIN;2;;51.5928576300909;-0.380919804150348800;;0;
Plaistow;PLW;2;;51.5312183924836;0.017804698696490015;;0;
Preston Road;;2;;51.572037991815;-0.295256300158967800;;0;
Putney Bridge;PUT;2;;51.4679022222719;-0.208976678487921420;;0;
Queen's Park;QPK;2;;51.5341009034469;-0.204704090234202700;;0;
Queensbury;QBY;2;;51.5943471480726;-0.285785681643207800;;0;
Queensway;QWY;2;;51.5103800516246;-0.187434461364574480;;0;
Ravenscourt Park;RCP;2;;51.4941365314979;-0.236258353945599400;;0;
Rayners Lane;RLN;2;;51.5749767038813;-0.371005563517764870;;0;
Redbridge;RED;2;;51.5763017924007;0.045423116107576156;;0;
Regent's Park;RPK;2;;51.5235055034684;-0.146862634752862040;;0;
Richmond;RMD;2;;51.4631596408597;-0.301754217686892100;;0;
Rickmansworth;RKY;2;;51.6402727069886;-0.473712107018385900;;0;
Roding Valley;ROD;2;;51.6171152412054;0.043864415463376070;;0;
Royal Oak;;2;;51.5190171203333;-0.188230043028310500;;0;
Ruislip;RUI;2;;51.5714491132228;-0.421455074014979600;;0;
Ruislip Gardens;RUG;2;;51.5605885030767;-0.411039284928411100;;0;
Ruislip Manor;RUM;2;;51.573187677867;-0.412345792093259500;;0;
Russell Square;RSQ;2;;51.5229128450832;-0.124310055647967780;;0;
Seven Sisters;SVS;2;;51.5833541846647;-0.072491881494998600;;0;
Shepherd's Bush Central;SBC;2;;51.5055608684908;-0.226305459017774930;;0;
Shepherd's Bush Market;;2;;51.5055608684908;-0.226305459017774930;;0;
Sloane Square;SSQ;2;;51.4922878240972;-0.156486231690913330;;0;
Snaresbrook;SNB;2;;51.5808270197609;0.021490462438689930;;0;
South Ealing;SEL;2;;51.5013679363442;-0.307018839246706250;;0;
South Harrow;SHR;2;;51.5646775705485;-0.352211570870426400;;0;
South Kensington;SKN;2;;51.4939998727637;-0.173922310883827400;;0;
South Kenton;SKT;2;;51.5701716868714;-0.308588675020215030;;0;
South Ruislip;SRP;2;;51.5565169579717;-0.398658757175952700;;0;
South Wimbledon;SWM;2;;51.4152803658843;-0.191979094023124400;;0;
South Woodford;SWF;2;;51.5917256482731;0.027317133742799650;;0;
Southfields;SFS;2;;51.4449313270189;-0.206537544055385570;;0;
Southgate;SGT;2;;51.6323197100719;-0.127758393371046300;;0;
Southwark;SWK;2;;51.503843006939;-0.105091836006184110;;0;
St. James's Park;SJP;2;;51.4993454561404;-0.134183744115531720;;0;
St. John's Wood;SJW;2;;51.5345645163153;-0.174172356336729750;;0;
St. Paul's;STP;2;;51.5148012967333;-0.097573654477604190;;0;
Stamford Brook;STB;2;;51.4947962314568;-0.245453795237972340;;0;
Stanmore;STA;2;;51.6196183368386;-0.303108171358637650;;0;
Stepney Green;STG;2;;51.5219106296278;-0.046458666350820540;;0;
Stockwell;STK;2;;51.4721665386158;-0.122909311662102960;;0;
Stonebridge Park;SPK;2;;51.5439222858347;-0.275409247579834260;;0;
Stratford;SFD;2;;51.5413092659669;-0.003195329570308264;;0;
Sudbury Hill;SHL;2;;51.5569961892343;-0.336215632044355560;;0;
Sudbury Town;STN;2;;51.5507824568971;-0.315482697033724100;;0;
Swiss Cottage;SWC;2;;51.5433153201544;-0.174759253028733900;;0;
Temple;TEM;2;;51.5109699849445;-0.113703089738369980;;0;
Theydon Bois;THB;2;;51.6717113173034;0.103125376663494610;;0;
Tooting Bec;TBE;2;;51.4357596288084;-0.159700539935752140;;0;
Tooting Broadway;TBY;2;;51.4274353896627;-0.167976763305219070;;0;
Tottenham Court Road;TCR;2;;51.5162095525139;-0.130870518140944360;;0;
Tottenham Hale;TTH;2;;51.5880453015215;-0.060281116367504950;;0;
Totteridge & Whetstone;TOT;2;;51.6302077047624;-0.179261212923982800;;0;
Tower Hill;THL;2;;51.5100659538841;-0.076353695174605170;;0;
Tufnell Park;TPK;2;;51.556666819989;-0.137924881080636940;;0;
Turnham Green;TGR;2;;51.4951117252982;-0.254532982987942970;;0;
Turnpike Lane;TPL;2;;51.5902967701548;-0.102792275055815370;;0;
Upminster;UPM;2;;51.55888907617;0.251087116066800950;;0;
Upminster Bridge;UPB;2;;51.5587505079473;0.235771220399919740;;0;
Upney;UPY;2;;51.5383353124883;0.101565625591421570;;0;
Upton Park;UPK;2;;51.5352333039211;0.035273180129164805;;0;
Uxbridge;UXB;2;;51.5464963704606;-0.478139472136282440;;0;
Vauxhall;VUX;2;;51.4857333760403;-0.123748951030590600;;0;
Victoria;VIC;2;;51.496342174731;-0.143844854340144740;;0;
Walthamstow Central;WAL;2;;51.5829547050026;-0.019918639025007567;;0;
Wanstead;WAN;2;;51.5755213369211;0.028745919335254173;;0;
Warren Street;WST;2;;51.5245115175479;-0.138272313383213400;;0;
Warwick Avenue;WAR;2;;51.5232725227461;-0.183678270688914820;;0;
Waterloo;WLO;2;;51.5035022071737;-0.114069435807659030;;0;
Watford;WAT;2;;51.6574209719065;-0.417280631945957540;;0;
Wembley Central;WEM;2;;51.552329965978;-0.296859445373195800;;0;
Wembley Park;WPK;2;;51.5632604839551;-0.279251008726512000;;0;
West Acton;WAC;2;;51.5178605861879;-0.280993289991878060;;0;
West Brompton;WBT;2;;51.4872569500067;-0.195540834373956750;;0;
West Finchley;WFY;2;;51.6094857097726;-0.188468869728233300;;0;
West Ham;WHM;2;;51.5281817729418;0.005039507096672237;;0;
West Hampstead;WHD;2;;51.5467019790949;-0.190749850256434300;;0;
West Harrow;WHR;2;;51.5797781937093;-0.352920630985434100;;0;
West Kensington;WKN;2;;51.4904916857321;-0.206477114705301220;;0;
West Ruislip;WRP;2;;51.5695288629204;-0.437886436759924000;;0;
Westbourne Park;;2;;51.520920849526;-0.200883771467904430;;0;
Westminster;WMS;2;;51.5010845834465;-0.124818265200698930;;0;
White City;WCT;2;;51.511978113587;-0.224254319227984920;;0;
Whitechapel;WCL;2;;51.5194552468908;-0.059984982962259466;;0;
Willesden Green;WLG;2;;51.549308888248;-0.222410152080799300;;0;
Willesden Junction;WJN;2;;51.5321914971036;-0.244288894517034600;;0;
Wimbledon;WDN;2;;51.4213837195318;-0.206381586903591980;;0;
Wimbledon Park;WMP;2;;51.4344641860254;-0.199595272173123170;;0;
Wood Green;WGN;2;;51.5974760313084;-0.109626380548445640;;0;
Wood Lane;;2;;51.509722;-0.224167;;0;
Woodford;WFD;2;;51.607033365181;0.034037144154079255;;0;
Woodside Park;WSP;2;;51.6178114073829;-0.185421027508838540;;0;
Abbey Road;;5;;51.532;0.004;;0;
All Saints;;5;;51.5110100780824;-0.012751749577122285;;0;
Bank;;5;;51.5133023715193;-0.088915809045260000;;0;
Beckton;;5;;51.5151332826047;0.060942442359961540;;0;
Beckton Park;;5;;51.5089437926766;0.054897746701542370;;0;
Blackwall;;5;;51.5082161146184;-0.007108496961494498;;0;
Bow Church;;5;;51.5273331067082;-0.020691424393872180;;0;
Canary Wharf;;5;;51.5051;-0.0209;;0;
Canning Town;;5;;51.514;0.0083;;0;
Crossharbour & London Arena;;5;;51.4956983741163;-0.014614325661385941;;0;
Custom House;;5;;51.5095438169644;0.027684411363851222;;0;
Cutty Sark;;5;;51.4816943718508;-0.010858772708086980;;0;
Cyprus;;5;;51.5087919302748;0.063538519717122620;;0;
Deptford Bridge;;5;;51.4742847212735;-0.021550621322944774;;0;
Devons Road;;5;;51.5221750805448;-0.017224616322978142;;0;
East India;;5;;51.509041249108;-0.002748663563422358;;0;
Elverson Road;;5;;51.4688194275903;-0.017467307436164158;;0;
Gallions Reach;;5;;51.509538091545;0.072220032947865110;;0;
Greenwich;;5;;51.4777578163502;-0.014198816568398007;;0;
Heron Quays;;5;;51.5030679152992;-0.021744064999687465;;0;
Island Gardens;;5;;51.486671636732;-0.009489509781986224;;0;
King George V;;5;;51.501972;0.062778;;0;
Langdon Park;;5;;51.515173;-0.014119;;0;
Lewisham Station;;5;;51.4660745374917;-0.014706587477352798;;0;
Limehouse;;5;;51.5124985174962;-0.039712576574314410;;0;
London City Airport;;5;;51.503611;0.048889;;0;
Mudchute;;5;;51.4903641796311;-0.015091214701629630;;0;
Pontoon Dock;;5;;51.502222;0.031944;;0;
Poplar;;5;;51.507488443277;-0.017228773736863470;;0;
Prince Regent;;5;;51.509320665461;0.033295484514232420;;0;
Pudding Mill Lane;;5;;51.5344008408679;-0.013174228379466220;;0;
Royal Albert;;5;;51.508196344367;0.046216593557986540;;0;
Royal Victoria;;5;;51.5090621106222;0.018078557359541534;;0;
Shadwell;;5;;51.5112289781846;-0.056904475684454184;;0;
South Quay;;5;;51.5005320110087;-0.019101694079593993;;0;
Star Lane;;5;;51.5207;0.0042;;0;
Stratford;;5;;51.5422;-0.0033;;0;
Stratford High Street;;5;;51.5379;-0.0006;;0;
Stratford International;;5;;51.5448;-0.0086;;0;
Tower Gateway;;5;;51.5105666387631;-0.074530960965560940;;0;
West Ham;;5;;51.5281817729418;0.005039507096672237;;0;
West India Quay;;5;;51.5066384393279;-0.020148081137071500;;0;
West Silverton;;5;;51.502778;0.0225;;0;
Westferry;;5;;51.5094317823353;-0.025791956499847963;;0;
Woolwich Arsenal;;5;;51.49;0.069;;0;
Acton Central;;4;;51.5087;-0.263;;0;
Anerley;;4;;51.4147;-0.067;;0;
Barking;;4;;51.5394512085157;0.080863182849410430;;0;
Battersea Park;;4;;51.4779;-0.1477;;0;
Blackhorse Road;;4;;51.5869511954389;-0.040996340920370744;;0;
Brockley;;4;;51.4645;-0.0369;;0;
Brondesbury;;4;;51.5451;-0.202;;0;
Brondesbury Park;;4;;51.5407;-0.2103;;0;
Bushey;;4;;51.644;-0.385;;0;
Caledonian Road & Barnsbury;;4;;51.5432;-0.1145;;0;
Camden Road;;4;;51.5418;-0.1388;;0;
Canada Water;;4;;51.4978886819951;-0.049705986794378270;;0;
Canonbury;;4;;51.5482;-0.0925;;0;
Carpenders Park;;4;;51.629;-0.386;;0;
Clapham High Street;;4;;51.4658;-0.1328;;0;
Clapham Junction;;4;;51.4646;-0.170500;;0;
Crouch Hill;;4;;51.5713;-0.1171;;0;
Crystal Palace;;4;;51.4182;-0.0726;;0;
Dalston Junction;;4;;51.54539;-0.074740;;0;
Dalston Kingsland;;4;;51.5482;-0.0763;;0;
Denmark Hill;;4;;51.4683;-0.0894;;0;
Finchley Road & Frognal;;4;;51.5499;-0.1837;;0;
Forest Hill;;4;;51.439;-0.053;;0;
Hackney Central;;4;;51.547;-0.0559;;0;
Hackney Wick;;4;;51.543417;-0.024389;;0;
Haggerston;;4;;51.5386;-0.0754;;0;
Hampstead Heath;;4;;51.5553;-0.1654;;0;
Harlesden;;4;;51.5361929101547;-0.257502755154927540;;0;
Harringay Green Lanes;;4;;51.5774;-0.0977;;0;
Harrow & Wealdstone;;4;;51.5922088279649;-0.335231166241641700;;0;
Hatch End;;4;;51.6095;-0.3681;;0;
Headstone Lane;;4;;51.6024;-0.3564;;0;
Highbury & Islington;;4;;51.5462294917379;-0.103964238784979300;;0;
Homerton;;4;;51.547;-0.0431;;0;
Honor Oak Park;;4;;51.4501;-0.0456;;0;
Hoxton;;4;;51.5318;-0.0754;;0;
Imperial Wharf;;4;;51.47517;-0.182810;;0;
Gospel Oak;;4;;51.5552;-0.1514;;0;
Gunnersbury;;4;;51.491793104326;-0.275175034795658400;;0;
Kensal Green;;4;;51.530457666117;-0.224716964703163850;;0;
Kensal Rise;;4;;51.5342;-0.2208;;0;
Kensington Olympia;;4;;51.4978091673849;-0.210382523117471270;;0;
Kentish Town West;;4;;51.5468;-0.1468;;0;
Kenton;;4;;51.5817884626014;-0.317164405857978500;;0;
Kew Gardens;;4;;51.4770299301529;-0.285252328214689150;;0;
Kilburn High Road;;4;;51.5374;-0.1919;;0;
Leyton Midland Road;;4;;51.5693;-0.0072;;0;
Leytonstone High Road;;4;;51.5634;0.0087;;0;
London Euston;;4;;51.5284;-0.1331;;0;
New Cross;;4;;51.4766742024557;-0.032594570758595160;;0;
New Cross Gate;;4;;51.4753373847014;-0.040299579158885705;;0;
North Wembley;;4;;51.5624902855754;-0.304155735382629300;;0;
Norwood Junction;;4;;51.3972;-0.075;;0;
Peckham Rye;;4;;51.46989;-0.06886;;0;
Penge West;;4;;51.4174;-0.0648;;0;
Queen's Park;;4;;51.5341009034469;-0.204704090234202700;;0;
Queens Road Peckham;;4;;51.4736;-0.0573;;0;
Richmond;;4;;51.4631596408597;-0.301754217686892100;;0;
Rotherhithe;;4;;51.5010056942665;-0.052180998321318894;;0;
Shadwell;;4;;51.5112;-0.056900;;0;
Shepherd's Bush;;4;;51.505128;-0.217561;;0;
Shoreditch High Street;;4;;51.5234;-0.0768;;0;
South Acton;;4;;51.4994;-0.2707;;0;
South Hampstead;;4;;51.5408;-0.1802;;0;
South Kenton;;4;;51.5701716868714;-0.308588675020215030;;0;
South Tottenham;;4;;51.5802;-0.072;;0;
Stonebridge Park;;4;;51.5439222858347;-0.275409247579834260;;0;
Stratford;;4;;51.5413092659669;-0.003195329570308264;;0;
Surrey Quays;;4;;51.4931934574632;-0.047514931071433080;;0;
Sydenham;;4;;51.4254;-0.0544;;0;
Upper Holloway;;4;;51.5638;-0.1298;;0;
Wandsworth Road;;4;;51.47;-0.1384;;0;
Wanstead Park;;4;;51.5518;0.0264;;0;
Walthamstow Queen's Road;;4;;51.5817;-0.024;;0;
Wapping;;4;;51.5042682834818;-0.055846250896647850;;0;
Watford High Street;;4;;51.652597;-0.391812;;0;
Watford Junction;;4;;51.6635;-0.3958;;0;
Wembley Central;;4;;51.552329965978;-0.296859445373195800;;0;
West Brompton;;4;;51.4872569500067;-0.195540834373956750;;0;
West Croydon;;4;;51.3783;-0.1025;;0;
West Hampstead;;4;;51.5473;-0.1918;;0;
Whitechapel;;4;;51.5194552468908;-0.059984982962259466;;0;
Willesden Junction;;4;;51.5321914971036;-0.244288894517034600;;0;
Woodgrange Park;;4;;51.5487;0.0454;;0;
